title,brand,model,price,year,body_type,volume,fuel,gearbox,type
BMW 535,BMW,535,7200000,2016,седан,3.0,бензин,автомат,Б/у
BMW 520,BMW,520,850000,1994,седан,2.0,бензин,механика,Б/у
BMW 518,BMW,518,550000,1993,седан,1.8,бензин,механика,Б/у
BMW 540,BMW,540,4000000,1996,седан,4.4,бензин,автомат,Б/у
BMW 525,BMW,525,2400000,1992,седан,2.5,бензин,механика,Б/у
BMW X5,BMW,X5,5500000,2003,кроссовер,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,4000000,2002,кроссовер,3.0,бензин,автомат,Б/у
BMW 520,BMW,520,1000000,1990,седан,2.0,бензин,механика,Б/у
BMW 320,BMW,320,1500000,1992,седан,2.0,бензин,механика,Б/у
BMW 525,BMW,525,2500000,1996,седан,2.5,бензин,автомат,Б/у
BMW 525,BMW,525,2050000,1994,седан,2.5,бензин,механика,Б/у
BMW 530,BMW,530,4400000,2002,седан,3.0,бензин,механика,Б/у
BMW X5,BMW,X5,58800000,2024,кроссовер,3.0,бензин,автомат,Б/у
BMW 540,BMW,540,5300000,1994,седан,4.4,бензин,механика,Б/у
BMW 520,BMW,520,1700000,1994,седан,2.0,бензин,автомат,Б/у
BMW 528,BMW,528,11000000,2014,седан,2.0,бензин,автомат,Б/у
BMW 330,BMW,330,9000000,2016,седан,2.0,бензин,автомат,Б/у
BMW 520,BMW,520,1500000,1993,седан,2.0,бензин,механика,Б/у
BMW 530,BMW,530,24000000,2020,седан,2.0,бензин,автомат,Б/у
BMW X7,BMW,X7,42000000,2019,кроссовер,3.0,бензин,автомат,Б/у
BMW X6,BMW,X6,10300000,2013,кроссовер,3.0,бензин,автомат,Б/у
BMW X5 M,BMW,X5 M,20000000,2010,кроссовер,4.4,бензин,автомат,Б/у
BMW 540,BMW,540,18000000,2017,седан,3.0,бензин,автомат,Б/у
BMW 525,BMW,525,1350000,1991,седан,2.5,бензин,механика,Б/у
BMW 735,BMW,735,4000000,2002,седан,3.6,бензин,автомат,Б/у
BMW 325,BMW,325,3300000,1999,седан,2.5,бензин,автомат,Б/у
BMW X6,BMW,X6,50000000,2022,кроссовер,4.4,бензин,автомат,Б/у
BMW 540,BMW,540,5500000,1997,седан,4.4,бензин,автомат,Б/у
BMW 520,BMW,520,1050000,1991,седан,2.0,бензин,механика,Б/у
BMW 328,BMW,328,4000000,1998,седан,2.8,бензин,автомат,Б/у
BMW X5,BMW,X5,10400000,2013,кроссовер,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,7300000,2006,кроссовер,3.0,бензин,автомат,Б/у
BMW X6,BMW,X6,12500000,2009,кроссовер,4.4,бензин,автомат,Б/у
BMW 525,BMW,525,1750000,1989,седан,2.5,бензин,механика,Б/у
BMW 520,BMW,520,8000000,2010,седан,2.0,бензин,автомат,Б/у
BMW 550,BMW,550,8000000,2003,седан,4.8,бензин,автомат,Б/у
BMW 530,BMW,530,10000000,2010,седан,3.0,бензин,автомат,Б/у
BMW 530,BMW,530,3000000,2008,седан,3.0,бензин,автомат,Б/у
BMW 330,BMW,330,6800000,2000,купе,3.0,бензин,автомат,Б/у
BMW X7,BMW,X7,40000000,2020,кроссовер,3.0,бензин,автомат,Б/у
BMW 735,BMW,735,4500000,2004,седан,3.6,бензин,автомат,Б/у
BMW X1,BMW,X1,9800000,2018,кроссовер,1.5,бензин,робот,Б/у
BMW X5,BMW,X5,33590000,2021,кроссовер,3.0,бензин,автомат,Б/у
BMW 535,BMW,535,13000000,2015,седан,3.0,бензин,автомат,Б/у
BMW 318,BMW,318,900000,1994,хэтчбек,1.8,бензин,механика,Б/у
BMW 740,BMW,740,5200000,2007,седан,4.0,бензин,автомат,Б/у
BMW 520,BMW,520,1150000,1991,седан,2.0,бензин,механика,Б/у
BMW 740,BMW,740,10000000,2011,седан,3.0,бензин,автомат,Б/у
BMW 520,BMW,520,2500000,1994,седан,2.0,бензин,механика,Б/у
BMW 535,BMW,535,14000000,2014,седан,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,9500000,2009,кроссовер,3.0,бензин,автомат,Б/у
BMW 528,BMW,528,2850000,1997,седан,2.8,бензин,автомат,Б/у
BMW 325,BMW,325,3600000,2001,седан,2.5,бензин,механика,Б/у
BMW 525,BMW,525,3000000,1994,универсал,2.5,бензин,автомат,Б/у
BMW 528,BMW,528,5300000,2013,седан,2.0,бензин,автомат,Б/у
BMW 525,BMW,525,6000000,2005,седан,2.5,бензин,автомат,Б/у
BMW 728,BMW,728,2600000,1996,седан,2.8,бензин,автомат,Б/у
BMW 528,BMW,528,10300000,2014,седан,2.0,бензин,автомат,Б/у
BMW X5,BMW,X5,6500000,2004,кроссовер,3.0,бензин,автомат,Б/у
BMW X2,BMW,X2,16000000,2023,кроссовер,2.0,бензин,робот,Б/у
BMW i3,BMW,i3,13900000,2018,хэтчбек,0.7,гибрид,автомат,Б/у
BMW X6,BMW,X6,10000000,2010,кроссовер,3.0,бензин,автомат,Б/у
BMW 328,BMW,328,2200000,1991,седан,2.8,бензин,механика,Б/у
BMW X5,BMW,X5,4300000,2004,кроссовер,4.4,бензин,автомат,Б/у
BMW 528,BMW,528,9500000,2013,седан,2.0,бензин,автомат,Б/у
BMW X5,BMW,X5,28000000,2019,кроссовер,3.0,бензин,автомат,Б/у
BMW X7,BMW,X7,44000000,2021,кроссовер,3.0,бензин,автомат,Б/у
BMW 535,BMW,535,10200000,2010,седан,3.0,бензин,автомат,Б/у
BMW 530,BMW,530,5500000,2006,седан,3.0,бензин,автомат,Б/у
BMW 525,BMW,525,3500000,1995,седан,2.5,бензин,механика,Б/у
BMW 318,BMW,318,1000000,1990,купе,1.8,бензин,механика,Б/у
BMW 540,BMW,540,4100000,1995,седан,4.0,бензин,механика,Б/у
BMW 530,BMW,530,4300000,2002,седан,3.0,бензин,механика,Б/у
BMW 735,BMW,735,4000000,2001,седан,3.6,бензин,автомат,Б/у
BMW X5,BMW,X5,48000000,2022,кроссовер,3.0,бензин,автомат,Б/у
BMW 525,BMW,525,5000000,2003,седан,2.5,бензин,автомат,Б/у
BMW 528,BMW,528,6300000,2012,седан,2.0,бензин,автомат,Б/у
BMW M760,BMW,M760,28000000,2018,седан,6.6,бензин,автомат,Б/у
BMW 525,BMW,525,2300000,1992,седан,2.5,бензин,механика,Б/у
BMW X3,BMW,X3,4700000,2004,кроссовер,3.0,бензин,автомат,Б/у
BMW 728,BMW,728,3200000,1997,седан,2.8,бензин,автомат,Б/у
BMW 318,BMW,318,2500000,1992,седан,1.8,бензин,механика,Б/у
BMW X5,BMW,X5,51000000,2021,кроссовер,4.4,бензин,автомат,Б/у
BMW 530,BMW,530,16000000,2017,седан,2.0,бензин,автомат,Б/у
BMW 530,BMW,530,8300000,2004,седан,3.0,бензин,автомат,Б/у
BMW 525,BMW,525,2500000,1996,седан,2.5,бензин,механика,Б/у
BMW X4 M,BMW,X4 M,35777000,2021,кроссовер,3.0,бензин,автомат,Б/у
BMW 318,BMW,318,2000000,1991,седан,1.8,бензин,механика,Б/у
BMW X6,BMW,X6,13500000,2013,кроссовер,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,42000000,2023,кроссовер,3.0,бензин,автомат,Б/у
BMW 540,BMW,540,22500000,2019,седан,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,15500000,2014,кроссовер,3.0,бензин,автомат,Б/у
BMW 540,BMW,540,3900000,1990,седан,4.0,бензин,механика,Б/у
BMW X5,BMW,X5,34500000,2020,кроссовер,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,8500000,2008,кроссовер,4.8,бензин,автомат,Б/у
BMW 745,BMW,745,4000000,2002,седан,4.4,бензин,автомат,Б/у
BMW 525,BMW,525,6000000,2006,седан,2.5,бензин,автомат,Б/у
BMW 530,BMW,530,7500000,2004,седан,3.0,бензин,автомат,Б/у
BMW 735,BMW,735,2000000,1994,седан,3.5,бензин,механика,Б/у
BMW X6,BMW,X6,13000000,2011,кроссовер,3.0,бензин,автомат,Б/у
BMW 535,BMW,535,6800000,2013,седан,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,5440000,2003,кроссовер,3.0,бензин,автомат,Б/у
BMW 528,BMW,528,2900000,1997,седан,2.8,бензин,механика,Б/у
BMW X5,BMW,X5,23000000,2017,кроссовер,3.0,бензин,автомат,Б/у
BMW 525,BMW,525,2000000,1993,седан,2.5,бензин,механика,Б/у
BMW X5,BMW,X5,14000000,2016,кроссовер,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,48000000,2021,кроссовер,4.4,бензин,автомат,Б/у
BMW X5,BMW,X5,62500000,2024,кроссовер,3.0,бензин,автомат,Б/у
BMW 735,BMW,735,3200000,2002,седан,3.6,бензин,автомат,Б/у
BMW X5,BMW,X5,18900000,2016,кроссовер,3.0,бензин,автомат,Б/у
BMW 735,BMW,735,4500000,1996,седан,3.5,бензин,автомат,Б/у
BMW X3,BMW,X3,5700000,2007,кроссовер,3.0,бензин,автомат,Б/у
BMW 528,BMW,528,8000000,2009,седан,3.0,бензин,автомат,Б/у
BMW 535,BMW,535,9900000,2013,седан,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,6200000,2005,кроссовер,3.0,дизель,автомат,Б/у
BMW 540,BMW,540,4500000,1994,универсал,4.3,бензин,автомат,Б/у
BMW X5,BMW,X5,8700000,2007,кроссовер,4.8,бензин,автомат,Б/у
BMW X5,BMW,X5,11000000,2011,кроссовер,3.0,бензин,автомат,Б/у
BMW 530,BMW,530,38000000,2024,седан,2.0,бензин,автомат,Б/у
BMW X6 M,BMW,X6 M,120000000,2024,кроссовер,4.4,бензин,автомат,Б/у
BMW X5,BMW,X5,4200000,2005,кроссовер,4.4,бензин,автомат,Б/у
BMW 528,BMW,528,11700000,2016,седан,2.0,бензин,автомат,Б/у
BMW X7,BMW,X7,39000000,2020,кроссовер,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,12000000,2017,кроссовер,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,42800000,2022,кроссовер,3.0,дизель,автомат,Б/у
BMW 116,BMW,116,6200000,2009,хэтчбек,1.6,бензин,автомат,Б/у
BMW 525,BMW,525,1100000,1990,седан,2.5,бензин,механика,Б/у
BMW 528,BMW,528,3700000,1996,седан,2.8,бензин,автомат,Б/у
BMW 528,BMW,528,3250000,1998,седан,2.8,бензин,автомат,Б/у
BMW 320,BMW,320,3600000,2001,седан,2.2,бензин,автомат,Б/у
BMW 520,BMW,520,2200000,1991,седан,2.0,бензин,автомат,Б/у
BMW 525,BMW,525,3700000,1998,седан,2.5,бензин,автомат,Б/у
BMW X5,BMW,X5,35000000,2019,кроссовер,3.0,бензин,автомат,Б/у
BMW 535,BMW,535,10500000,2010,седан,3.0,бензин,автомат,Б/у
BMW X3,BMW,X3,5800000,2008,кроссовер,2.5,бензин,механика,Б/у
BMW 325,BMW,325,4500000,2007,седан,2.5,бензин,автомат,Б/у
BMW 535,BMW,535,11000000,2013,седан,3.0,бензин,автомат,Б/у
BMW 5 серия,BMW,5 серия,22000000,2020,седан,2.0,бензин,автомат,Б/у
BMW 528,BMW,528,3500000,1997,седан,2.8,бензин,автомат,Б/у
BMW X5,BMW,X5,18500000,2014,кроссовер,3.0,бензин,автомат,Б/у
BMW 325,BMW,325,3300000,1994,купе,2.5,бензин,механика,Б/у
BMW 525,BMW,525,2700000,1991,седан,2.5,бензин,механика,Б/у
BMW 530,BMW,530,2800000,1993,седан,3.0,бензин,механика,Б/у
BMW 330,BMW,330,16000000,2019,седан,2.0,бензин,автомат,Б/у
BMW 535,BMW,535,12500000,2014,седан,3.0,бензин,автомат,Б/у
BMW 530,BMW,530,23950000,2020,седан,2.0,бензин,автомат,Б/у
BMW 523,BMW,523,2500000,1996,седан,2.5,бензин,механика,Б/у
BMW 525,BMW,525,2000000,1991,седан,2.5,бензин,механика,Б/у
BMW Gran Turismo,BMW,Gran Turismo,8300000,2010,лифтбек,3.0,бензин,автомат,Б/у
BMW 525,BMW,525,6300000,2002,седан,2.5,бензин,автомат,Б/у
BMW 750,BMW,750,4700000,2007,седан,4.8,бензин,автомат,Б/у
BMW 528,BMW,528,2000000,1998,седан,2.8,бензин,механика,Б/у
BMW 528,BMW,528,2600000,1997,седан,2.8,бензин,автомат,Б/у
BMW 540,BMW,540,34500000,2022,седан,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,6500000,2011,кроссовер,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,20900000,2016,кроссовер,3.0,бензин,автомат,Б/у
BMW 525,BMW,525,6500000,2004,седан,2.5,бензин,автомат,Б/у
BMW 520,BMW,520,750000,1992,седан,2.0,бензин,механика,Б/у
BMW X6,BMW,X6,9800000,2009,кроссовер,3.0,бензин,автомат,Б/у
BMW 525,BMW,525,1350000,1993,седан,2.5,бензин,механика,Б/у
BMW 540,BMW,540,5200000,1995,седан,4.0,бензин,механика,Б/у
BMW 523,BMW,523,4300000,1999,седан,2.8,бензин,автомат,Б/у
BMW 525,BMW,525,4200000,1999,седан,2.5,бензин,автомат,Б/у
BMW X5,BMW,X5,15500000,2018,кроссовер,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,4800000,2002,кроссовер,3.0,бензин,автомат,Б/у
BMW 535,BMW,535,10500000,2014,седан,3.0,бензин,автомат,Б/у
BMW 340,BMW,340,4800000,2001,седан,2.8,бензин,механика,Б/у
BMW 750,BMW,750,35000000,2018,седан,4.4,бензин,автомат,Б/у
BMW X5,BMW,X5,10000000,2009,кроссовер,3.0,бензин,автомат,Б/у
BMW X6,BMW,X6,21000000,2018,кроссовер,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,43800000,2021,кроссовер,4.4,бензин,автомат,Б/у
BMW 525,BMW,525,3100000,1996,седан,2.5,бензин,механика,Б/у
BMW X5 M,BMW,X5 M,67000000,2022,кроссовер,4.4,бензин,автомат,Б/у
BMW 525,BMW,525,1250000,1992,седан,2.5,бензин,механика,Б/у
BMW 730,BMW,730,4600000,2008,седан,3.0,дизель,автомат,Б/у
BMW X6,BMW,X6,7000000,2008,кроссовер,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,65500000,2025,кроссовер,3.0,бензин,автомат,Б/у
BMW 740,BMW,740,8000000,2009,седан,3.0,бензин,автомат,Б/у
BMW 523,BMW,523,6400000,2008,седан,2.5,бензин,автомат,Б/у
BMW 735,BMW,735,2300000,2002,седан,3.6,бензин,автомат,Б/у
BMW 525,BMW,525,1400000,1994,седан,2.5,бензин,механика,Б/у
BMW 530,BMW,530,6500000,2002,седан,3.0,бензин,автомат,Б/у
BMW X5 M,BMW,X5 M,67000000,2021,кроссовер,4.4,бензин,автомат,Б/у
BMW 318,BMW,318,3100000,1998,седан,1.9,бензин,механика,Б/у
BMW 525,BMW,525,2400000,1997,седан,2.5,бензин,механика,Б/у
BMW 750,BMW,750,10500000,2014,седан,4.4,бензин,автомат,Б/у
BMW 535,BMW,535,7500000,2016,седан,3.0,бензин,автомат,Б/у
BMW 630,BMW,630,10300000,2010,купе,3.0,бензин,автомат,Б/у
BMW 525,BMW,525,4700000,1985,седан,2.5,бензин,механика,Б/у
BMW 325,BMW,325,1700000,1993,седан,2.5,бензин,автомат,Б/у
BMW X5,BMW,X5,20000000,2014,кроссовер,3.0,бензин,автомат,Б/у
BMW 520,BMW,520,1400000,1991,седан,2.0,бензин,механика,Б/у
BMW 323,BMW,323,5500000,2000,купе,2.5,бензин,автомат,Б/у
BMW X5,BMW,X5,12300000,2012,кроссовер,3.0,бензин,автомат,Б/у
BMW 640,BMW,640,18000000,2012,седан,3.0,бензин,автомат,Б/у
BMW 525,BMW,525,4850000,1999,седан,2.5,бензин,автомат,Б/у
BMW 535,BMW,535,2555555,1990,седан,2.8,бензин,механика,Б/у
BMW 745,BMW,745,2100000,2004,седан,4.4,бензин,автомат,Б/у
BMW 528,BMW,528,9999999,2013,седан,2.0,бензин,автомат,Б/у
BMW X7,BMW,X7,45000000,2021,кроссовер,3.0,бензин,автомат,Б/у
BMW 318,BMW,318,950000,1993,седан,1.8,бензин,механика,Б/у
BMW 730,BMW,730,2500000,1995,седан,3.0,бензин,автомат,Б/у
BMW 528,BMW,528,3300000,1996,седан,2.8,бензин,автомат,Б/у
BMW 728,BMW,728,3600000,1998,седан,2.8,бензин,автомат,Б/у
BMW 520,BMW,520,16000000,2018,седан,2.0,бензин,автомат,Б/у
BMW 316,BMW,316,600000,1989,купе,1.6,бензин,механика,Б/у
BMW 530,BMW,530,30000000,2022,седан,2.0,бензин,автомат,Б/у
BMW 735,BMW,735,2000000,1993,седан,3.4,бензин,автомат,Б/у
